total_trees,CSA2010,total_st,total_area,richness.x,Evar.x,rich_area,rich_st,large,medium,small,AvgDBH,cv,total_sm_trees,tot_SM_st,sm_area,Avg_SM_DBH,cv_SM,richness.y,Evar.y,rich_area_SM,sm_rich_tot,SM_rich_st,total_L_trees,l_area,L_rich_st.x,richness,Evar,rich_area_L,L_rich_st.y,L_rich_tot,Avg_L_DBH,cv_L
1441,Allendale/Irvington/S. Hilton,0.014670333731892679,2.4321635656159246e-4,89,0.298308553168784,1.5021690308106683e-5,9.06078905023212e-4,355,534,552,12.424330326162387,0.8605929783886375,552,0.005619725343514753,9.316823651769539e-5,2.8507246376811595,0.4310787518793468,60,0.3932279382718059,1.5021690308106683e-5,0.06176266481609993,9.06078905023212e-4,347,5.856771389789909e-5,0.0035326896634051076,45,0.39536056224243044,1.5021690308106683e-5,9.06078905023212e-4,0.06176266481609993,27.974366197183098,0.23859273725985675
1507,Beechfield/Ten Hills/West Hills,0.01845823874238962,3.40237344333513e-4,96,0.30392112670741567,2.167404449636181e-5,0.0011758400260579983,533,735,239,16.97863304578633,0.6590242429038388,239,0.002927351731540225,5.395933994406742e-5,3.109205020920502,0.4136821588053403,62,0.5438799920380261,2.167404449636181e-5,0.06370272063702721,0.0011758400260579983,528,1.1920724472998995e-4,0.00646712014331899,44,0.3129168246257782,2.167404449636181e-5,0.0011758400260579983,0.06370272063702721,29.5609756097561,0.25323623309228754
1382,Belair-Edison,0.011885018966700881,3.3092530498646006e-4,79,0.3096400621209391,1.8916858968111682e-5,6.793896514973731e-4,271,755,356,12.31244573082489,0.7348756734023538,356,0.003061553366241327,8.524559231199695e-5,2.9463483146067415,0.48793565011845746,62,0.5235374506604733,1.8916858968111682e-5,0.057163531114327065,6.793896514973731e-4,267,6.393419423399772e-5,0.0022961650246809953,31,0.3530681665650891,1.8916858968111682e-5,6.793896514973731e-4,0.057163531114327065,26.920664206642066,0.2205701878536526
1522,Brooklyn/Curtis Bay/Hawkins Point,0.011935854447995033,9.31410034847709e-5,97,0.2859546254787829,5.936056069660169e-6,7.606950600890396e-4,409,835,278,13.873909329829171,0.6708149637052985,278,0.0021801363577809586,1.701261430273739e-5,2.906115107913669,0.4233698111189437,54,0.46921925626116456,5.936056069660169e-6,0.06373193166885677,7.606950600890396e-4,383,2.3438242007008707e-5,0.003003569154784558,54,0.39975224527947606,5.936056069660169e-6,7.606950600890396e-4,0.06373193166885677,26.270146699266505,0.24087190790401516
1607,Canton,0.01741746881993719,0.0011225226093656245,62,0.28351697170067924,4.330827739929603e-5,6.719869737623559e-4,59,1075,473,8.629184816428127,0.6245553120144017,473,0.005126610299832166,3.3040024532043585e-4,2.5820295983086683,0.4759317736294777,49,0.4268064077212794,4.330827739929603e-5,0.038581207218419414,6.719869737623559e-4,58,4.051419498643822e-5,6.28632975455107e-4,13,0.492025928875809,4.330827739929603e-5,6.719869737623559e-4,0.038581207218419414,22.9,0.12535896082091924
1080,Cedonia/Frankford,0.007273540849543299,1.6271536998838543e-4,73,0.3435185263458489,1.0998353712177905e-5,4.9163748334876e-4,294,584,202,14.522824074074075,0.654518712179215,202,0.0013604215292664318,3.0433800683012833e-5,2.4215346534653466,0.5899768291342499,41,0.5676936141878584,1.0998353712177905e-5,0.06759259259259259,4.9163748334876e-4,289,4.354142770985499e-5,0.0019463456532574197,38,0.41327639559517304,1.0998353712177905e-5,4.9163748334876e-4,0.06759259259259259,26.76326530612245,0.23011739814616755
453,Cherry Hill,0.012143485334809608,1.672964596671502e-4,44,0.3488996583306023,1.6249545751334678e-5,0.0011794996793192554,103,236,114,12.532008830022075,0.7298433541771231,114,0.0030559764418726164,4.210109581027621e-5,1.7885964912280703,0.5434290780276176,20,0.4090978320642962,1.6249545751334678e-5,0.09713024282560706,0.0011794996793192554,99,3.656147794050303e-5,0.002653874278468325,21,0.5391366141392491,1.6249545751334678e-5,0.0011794996793192554,0.09713024282560706,25.801941747572815,0.1971410479038658
915,Chinquapin Park/Belvedere,0.012499335267050181,4.6975014426206617e-4,74,0.3851351929105644,3.799072204960972e-5,0.0010108752019253697,347,418,150,16.584918032786884,0.6529593021393039,150,0.0020490713552541277,7.700822037083052e-5,3.01,0.4327204596242566,47,0.6073770452770566,3.799072204960972e-5,0.08087431693989071,0.0010108752019253697,332,1.704448610874382e-4,0.00453527793296247,43,0.38732783258605785,3.799072204960972e-5,0.0010108752019253697,0.08087431693989071,28.063688760806915,0.24827727315173126
1286,Clifton-Berea,0.011164589014425606,5.944517222921245e-4,55,0.2873161017792313,2.542367397050299e-5,4.774901989062273e-4,93,437,756,6.841213063763608,1.0655490527903269,756,0.006563319824965597,3.494599549400048e-4,1.734920634920635,0.47947319221441154,38,0.286031774850673,2.542367397050299e-5,0.042768273716951785,4.774901989062273e-4,93,4.298912144103233e-5,8.073925181505298e-4,21,0.517423943636026,2.542367397050299e-5,4.774901989062273e-4,0.042768273716951785,24.481720430107526,0.14675336862817467
1272,Cross-Country/Cheswolde,0.015435227811605659,3.5822217040392085e-4,98,0.33647248033391386,2.759887790847818e-5,0.0011891920798249643,550,580,142,18.517845911949685,0.578045879954843,142,0.0017231150544402543,3.9990210846978584e-5,2.97112676056338,0.4717909538360797,64,0.7493501203001955,2.759887790847818e-5,0.0770440251572327,0.0011891920798249643,537,1.512305860903345e-4,0.006516287212918427,48,0.3371897785077842,2.759887790847818e-5,0.0011891920798249643,0.0770440251572327,28.585454545454546,0.24376085462098826
133,Dickeyville/Franklintown,0.0042494940881725495,4.0210400163018406e-5,38,0.628892781585922,1.1488685760862401e-5,0.0012141411680492997,38,59,36,14.069172932330828,0.7545310110590396,36,0.001150239001309863,1.0884018089238064e-5,3.263888888888889,0.31824689545141455,17,0.7169901849373588,1.1488685760862401e-5,0.2857142857142857,0.0012141411680492997,37,1.1186351925050233e-5,0.0011821900846795813,17,0.731506285805954,1.1488685760862401e-5,0.0012141411680492997,0.2857142857142857,27.636842105263156,0.28196279644671685
1688,Dorchester/Ashburton,0.01757992220861724,5.325191594904347e-4,79,0.2720363303633411,2.492240142164949e-5,8.2275702279666e-4,729,868,91,19.006368483412324,0.49514412062599417,91,9.477327730948868e-4,2.8708082650254476e-5,3.1648351648351647,0.3829330044999473,32,0.6933897103437814,2.492240142164949e-5,0.046800947867298576,8.2275702279666e-4,722,2.2777182058773333e-4,0.0075193743096099806,44,0.2841160133375543,2.492240142164949e-5,8.2275702279666e-4,0.046800947867298576,27.787997256515776,0.2276809325650406
1940,Downtown/Seton Hill,0.01226752283756404,0.001006954212650044,67,0.2707312864997087,3.477625373585203e-5,4.2367218047257253e-4,45,1145,750,7.977159793814433,0.6447441733696037,750,0.004742599035140737,3.8928642241625413e-4,3.2876,0.3338670576826379,51,0.3470234332222757,3.477625373585203e-5,0.034536082474226806,4.2367218047257253e-4,41,2.128099109208856e-5,2.5926208058769365e-4,13,0.4980090004663441,3.477625373585203e-5,4.2367218047257253e-4,0.034536082474226806,23.162222222222223,0.24154561768903593
688,Edmondson Village,0.014734405758208816,3.142730676660063e-4,62,0.33898884686082775,2.832111946990173e-5,0.001327809821233934,206,265,217,14.090261627906976,0.81343097324426,217,0.004647334374318769,9.912391814465605e-5,1.7806451612903227,0.4165572565167704,29,0.33719570913059005,2.832111946990173e-5,0.09011627906976744,0.001327809821233934,200,9.135844990290881e-5,0.0042832574878514,30,0.40531220382746735,2.832111946990173e-5,0.001327809821233934,0.09011627906976744,28.613592233009708,0.23785455820802592
1866,Fells Point,0.028168657170888425,0.0015914047088863663,75,0.21893898499264208,6.396321177196006e-5,0.0011321807544569303,73,1211,582,8.760235798499464,0.6249161460985653,582,0.008785722654585779,4.963545233504101e-4,2.94106529209622,0.411078413844098,66,0.35053003548565287,6.396321177196006e-5,0.04019292604501608,0.0011321807544569303,67,5.7140469182950986e-5,0.0010114148073148577,13,0.44523046993047466,6.396321177196006e-5,0.0011321807544569303,0.04019292604501608,22.89041095890411,0.11112677932003813
